Date,Open,High,Low,Close,SharesTraded,
20200414 00:00,1271000,1297900,1260600,1289900,9345014,
20200415 00:00,1290000,1298500,1271200,1287500,6698213,
20200416 00:00,1290000,1329100,1282800,1322800,9374306,
20200417 00:00,1314800,1325400,1297300,1321000,8774702,
20200420 00:00,1323900,1333800,1297600,1298200,6511438,
20200421 00:00,1300700,1310200,1281700,1291300,7518569,
20200422 00:00,1300000,1323700,1289150,1315400,5648568,
20200423 00:00,1298500,1310700,1278100,1285400,8671509,
20200424 00:00,1295200,1298800,1285600,1293400,4564426,
20200427 00:00,1301000,1303000,1281700,1282200,4714517,
20200428 00:00,1282800,1302300,1277000,1280100,6230351,
20200429 00:00,1255700,1257600,1225500,1236300,13462061,
20200430 00:00,1230000,1234100,1210400,1215400,10888461,
20200501 00:00,1214800,1236800,1207800,1229250,9580634,
20200504 00:00,1238700,1243800,1217500,1237000,5831080,
20200505 00:00,1238000,1252600,1232700,1247300,6155869,
20200506 00:00,1252100,1254800,1228700,1233000,5483790,
20200507 00:00,1234600,1239600,1215000,1218900,7588912,
20200508 00:00,1226400,1230100,1216300,1229400,6786514,
20200511 00:00,1230400,1242900,1230400,1236700,7450293,
20200512 00:00,1245000,1256600,1237800,1237800,6131878,
20200513 00:00,1235000,1262200,1230900,1237100,9260694,
20200514 00:00,1248500,1251000,1213150,1234200,7269795,
20200515 00:00,1234700,1259400,1231000,1259400,10183091,
20200518 00:00,1272600,1285500,1261000,1276600,12258311,
20200519 00:00,1316000,1319900,1248100,1249500,23396838,
20200520 00:00,1263600,1265800,1246500,1254500,10267589,
20200521 00:00,1248900,1261400,1242600,1249900,7022403,
20200522 00:00,1251000,1253400,1237750,1243300,7130272,
20200526 00:00,1243400,1255100,1236400,1238600,7577526,
20200527 00:00,1239700,1244500,1210400,1224800,9319596,
20200528 00:00,1236000,1249500,1231700,1236900,7926636,
20200529 00:00,1242400,1246750,1219400,1240600,8756102,
20200601 00:00,1234400,1244000,1223600,1239600,6620196,
20200602 00:00,1235900,1241500,1228100,1239400,6170715,
20200603 00:00,1239000,1239900,1226600,1234700,6457273,
20200604 00:00,1228000,1238700,1218200,1221100,7884917,
20200605 00:00,1225700,1226800,1199200,1215600,12700377,
20200608 00:00,1194600,1212400,1194600,1212400,9107014,
20200609 00:00,1216000,1220000,1205600,1213500,6647426,
20200610 00:00,1215600,1224900,1211500,1211600,9147497,
20200611 00:00,1210000,1225700,1194900,1200900,11177185,
20200612 00:00,1205100,1207400,1170800,1177400,10460085,
20200615 00:00,1184000,1186800,1170200,1180800,10571291,
20200616 00:00,1198000,1202200,1185400,1196500,7930131,
20200617 00:00,1198600,1201300,1184250,1190300,6407849,
20200618 00:00,1185400,1190600,1176600,1179900,6570088,
20200619 00:00,1189300,1202700,1177500,1198500,12618108,
20200622 00:00,1210000,1220900,1204100,1216800,8754986,
20200623 00:00,1227500,1228500,1209800,1210700,6398702,
20200624 00:00,1207400,1211100,1196000,1203000,6637700,
20200625 00:00,1197600,1201600,1184000,1197100,6509952,
20200626 00:00,1196000,1208300,1180300,1183200,8610263,
20200629 00:00,1185000,1196800,1182300,1190600,5325011,
20200630 00:00,1192200,1201250,1185400,1197800,6639837,
20200701 00:00,1194500,1199200,1186600,1196900,6096413,
20200702 00:00,1200900,1208400,1188650,1192100,5806645,
20200706 00:00,1198000,1198700,1182200,1188900,7038110,
20200707 00:00,1184500,1275500,1182200,1269500,29749102,
20200708 00:00,1280000,1281100,1244000,1244400,16765537,
20200709 00:00,1256100,1281700,1249700,1277500,13288342,
20200710 00:00,1287100,1313700,1272600,1306800,14384096,
20200713 00:00,1313300,1336300,1289000,1295200,13477179,
20200714 00:00,1292800,1324900,1290300,1320100,8595220,
20200715 00:00,1322700,1341250,1308300,1320000,9570764,
20200716 00:00,1320500,1327300,1312400,1322000,5736544,
20200717 00:00,1330800,1332000,1314700,1317400,5677902,
20200720 00:00,1319600,1327400,1311900,1314700,5953408,
20200721 00:00,1315600,1339800,1314500,1323300,7015579,
20200722 00:00,1325700,1330300,1312000,1326600,5176563,
20200723 00:00,1330000,1331400,1313200,1316400,5477266,
20200724 00:00,1309500,1323800,1305100,1312400,4237566,
20200727 00:00,1308600,1319800,1308600,1312100,4290831,
20200728 00:00,1315000,1323800,1309200,1317600,4664725,
20200729 00:00,1316500,1318600,1298500,1306900,4594962,
20200730 00:00,1294200,1304100,1287200,1301200,4457700,
20200731 00:00,1296500,1300700,1276200,1294000,6700283,
20200803 00:00,1299100,1301100,1282900,1293000,4880669,
20200804 00:00,1296500,1317100,1289400,1316400,5767484,
20200805 00:00,1304500,1307100,1288300,1298100,8226185,
20200806 00:00,1291300,1302300,1290300,1293500,4627612,
20200807 00:00,1295800,1304500,1291100,1299700,5060505,
20200810 00:00,1302400,1323350,1296700,1318800,5733927,
20200811 00:00,1325900,1328500,1297350,1302000,8271862,
20200812 00:00,1304700,1322300,1297700,1318900,6191191,
20200813 00:00,1312100,1319600,1307300,1318500,6335854,
20200814 00:00,1323400,1329700,1316400,1326000,6480332,
20200817 00:00,1340000,1361300,1338500,1356000,12395278,
20200818 00:00,1363900,1376000,1331900,1347100,21086208,
20200819 00:00,1342400,1346450,1318550,1324100,12216188,
20200820 00:00,1312100,1320500,1300500,1305700,8740241,
20200821 00:00,1305400,1326600,1301450,1316300,7951339,
20200824 00:00,1322500,1324800,1303400,1313300,6378292,
20200825 00:00,1308000,1311900,1296700,1306300,6549693,
20200826 00:00,1302100,1308700,1297000,1307000,6194052,
20200827 00:00,1310800,1393500,1309100,1366300,39049205,
20200828 00:00,1408600,1410700,1378400,1403000,20369409,
20200831 00:00,1374800,1388800,1355400,1388500,14198800,
20200901 00:00,1410000,1495650,1400500,1475900,34618848,
20200902 00:00,1510000,1514400,1456100,1476800,16517119,
20200903 00:00,1467000,1496000,1418400,1445400,15475856,
20200904 00:00,1440000,1450000,1401000,1428300,10981863,
20200908 00:00,1414100,1419000,1382700,1384500,10883074,
20200909 00:00,1400900,1426100,1394500,1398900,10930541,
20200910 00:00,1400000,1405100,1366000,1368100,11030786,
20200911 00:00,1371000,1384300,1355700,1367000,9427258,
20200914 00:00,1361400,1411000,1358800,1373200,14861760,
20200915 00:00,1382300,1390700,1366900,1373600,9862587,
20200916 00:00,1384100,1386800,1360500,1362600,8989638,
20200917 00:00,1357500,1375600,1350300,1366900,12042014,
20200918 00:00,1366500,1375100,1347500,1352900,16707328,
20200921 00:00,1365000,1372400,1353000,1370700,15188656,
20200922 00:00,1370700,1389800,1365800,1383100,10844299,
20200923 00:00,1390000,1392400,1358200,1359900,7558909,
20200924 00:00,1357300,1377900,1350750,1367000,9590337,
20200925 00:00,1365200,1375350,1359610,1372700,7353422,
20200928 00:00,1371600,1380400,1367200,1372500,6576674,
20200929 00:00,1372500,1381400,1363900,1371400,7920253,
20200930 00:00,1373900,1417300,1372300,1399100,11284417,
20201001 00:00,1408000,1443650,1402600,1430800,13939772,
20201002 00:00,1423400,1431000,1401300,1405000,7975256,
20201005 00:00,1412900,1421700,1410650,1418000,4476306,
20201006 00:00,1418700,1429100,1402600,1406300,6969778,
20201007 00:00,1412600,1415500,1402700,1408900,5391650,
20201008 00:00,1415100,1420900,1411300,1413600,4521439,
20201009 00:00,1416600,1433400,1416600,1427800,4710922,
20201012 00:00,1430200,1453700,1430200,1442500,5993776,
20201013 00:00,1446800,1466050,1443600,1462300,7800034,
20201014 00:00,1463700,1465100,1437700,1439400,6291098,
20201015 00:00,1430900,1449600,1428500,1445300,4318482,
20201016 00:00,1454400,1461300,1444750,1447100,5499545,
20201019 00:00,1451000,1453500,1427510,1429500,4672367,
20201020 00:00,1442000,1455300,1436300,1439000,4743071,
20201021 00:00,1438400,1457200,1438400,1444000,4256604,
20201022 00:00,1441900,1445500,1427000,1435500,4328145,
20201023 00:00,1439700,1441400,1428500,1438500,3456907,
20201026 00:00,1428400,1431100,1409600,1421600,4788438,
20201027 00:00,1420500,1436900,1419700,1428700,3845915,
20201028 00:00,1409600,1421250,1398800,1400400,5389700,
20201029 00:00,1400000,1411100,1387500,1399200,4886863,
20201030 00:00,1391800,1400800,1373700,1387500,5804271,
20201102 00:00,1404600,1408100,1390600,1404000,5083244,
20201103 00:00,1416600,1441600,1416000,1427800,5024412,
20201104 00:00,1415700,1443900,1414000,1419600,5778576,
20201105 00:00,1440000,1442300,1429400,1434700,4576279,
20201106 00:00,1443600,1462200,1439200,1457700,5201898,
20201109 00:00,1480000,1480900,1434800,1435400,9021040,
20201110 00:00,1437000,1464200,1435400,1455600,5868964,
20201111 00:00,1469200,1489500,1464000,1479800,6157283,
20201112 00:00,1481300,1486700,1471300,1482300,4026106,
20201113 00:00,1485000,1509250,1475200,1505400,6429731,
20201116 00:00,1505500,1534000,1493000,1524400,10770330,
20201117 00:00,1505000,1532400,1492000,1493700,12325700,
20201118 00:00,1498600,1516700,1490700,1490900,7833397,
20201119 00:00,1494600,1524500,1493200,1521200,6007610,
20201120 00:00,1511200,1527600,1498100,1502400,7204481,
20201123 00:00,1503700,1514000,1493700,1509300,5919894,
20201124 00:00,1517400,1519800,1502800,1513600,5542852,
20201125 00:00,1512500,1523850,1512100,1518300,4478655,
20201127 00:00,1521500,1527000,1511100,1516000,3559062,
20201130 00:00,1516000,1529400,1501200,1527900,9168796,
20201201 00:00,1531000,1536000,1516600,1526400,7111215,
20201202 00:00,1520000,1526100,1495600,1505200,7723449,
20201203 00:00,1500000,1501400,1484000,1493000,7640952,
20201204 00:00,1493500,1495500,1475800,1489100,6581196,
20201207 00:00,1484600,1489400,1471700,1481100,5915834,
20201208 00:00,1473600,1498500,1471800,1494500,6425297,
20201209 00:00,1499600,1500400,1479000,1482700,6487037,
20201210 00:00,1477500,1480900,1465800,1470400,6302104,
20201211 00:00,1469200,1475000,1459400,1470000,5490038,
20201214 00:00,1474700,1476000,1454000,1456500,7868377,
20201215 00:00,1457700,1463600,1448700,1455800,9782808,
20201216 00:00,1462400,1468900,1450800,1454300,7889962,
20201217 00:00,1460600,1464100,1451500,1461000,9992039,
20201218 00:00,1465000,1471700,1451600,1459500,12724773,
20201221 00:00,1455000,1466700,1450800,1459700,7577635,
20201222 00:00,1451500,1462300,1431600,1442000,11911625,
20201223 00:00,1435400,1442100,1423000,1432200,6661337,
20201224 00:00,1435400,1443800,1431800,1435000,2983063,
20201228 00:00,1440400,1452300,1433300,1452200,6033658,
20201229 00:00,1456400,1458450,1435900,1443000,5906431,
20201230 00:00,1449600,1451500,1439400,1441800,4551807,
20201231 00:00,1442000,1442600,1428600,1441500,5873638,
20210104 00:00,1443000,1468900,1442800,1465300,9285954,
20210105 00:00,1466000,1470600,1445000,1457500,7510562,
20210106 00:00,1450900,1481000,1450900,1466600,7156206,
20210107 00:00,1473700,1477600,1460400,1466500,6542242,
20210108 00:00,1468800,1470000,1458100,1466300,7169330,
20210111 00:00,1462800,1479800,1459900,1472900,7920563,
20210112 00:00,1490000,1499200,1483400,1489700,7411403,
20210113 00:00,1487500,1490700,1474300,1474500,5213576,
20210114 00:00,1478200,1480000,1460400,1469700,7290450,
20210115 00:00,1451400,1458900,1436900,1446400,10709393,
20210119 00:00,1446400,1450550,1426900,1433900,7864717,
20210120 00:00,1435000,1456400,1428900,1455100,7697526,
20210121 00:00,1453600,1456900,1442100,1448500,4593445,
20210122 00:00,1456000,1473100,1451400,1463300,6129754,
20210125 00:00,1453600,1462500,1442700,1462000,6139022,
20210126 00:00,1456300,1478100,1454800,1475100,4872753,
20210127 00:00,1469600,1478600,1435500,1438400,9546994,
20210128 00:00,1441900,1462600,1436300,1437500,6931147,
20210129 00:00,1431800,1437400,1403500,1404900,9790748,
20210201 00:00,1407100,1414450,1391900,1392700,8149843,
20210202 00:00,1397600,1421400,1394500,1407700,8764145,
20210203 00:00,1406600,1420400,1406300,1412000,4840215,
20210204 00:00,1417900,1431800,1412600,1425300,5352247,
20210205 00:00,1434600,1448500,1425300,1443600,6373237,
20210208 00:00,1448100,1455650,1444800,1450300,5075703,
20210209 00:00,1445800,1463200,1445800,1458300,5055220,
20210210 00:00,1458300,1459000,1435500,1441300,6038931,
20210211 00:00,1441400,1449500,1437200,1440200,3894945,
20210212 00:00,1441600,1446100,1437100,1444700,4373167,
20210216 00:00,1459400,1463800,1449300,1456600,7946486,
20210217 00:00,1446500,1474500,1445900,1472000,7752678,
20210218 00:00,1390000,1406600,1375000,1376600,29511620,
20210219 00:00,1376900,1394200,1376700,1383400,11164367,
20210222 00:00,1377400,1383300,1362500,1376900,10162207,
20210223 00:00,1369400,1373500,1350600,1354700,10331587,
20210224 00:00,1358700,1361600,1330500,1332100,14452290,
20210225 00:00,1330000,1340000,1314900,1319500,10789747,
20210226 00:00,1314800,1317500,1298700,1299200,13646713,
20210301 00:00,1315800,1325700,1311300,1313700,10791948,
20210302 00:00,1315100,1327500,1300100,1301100,9280686,
20210303 00:00,1294000,1299100,1275500,1275900,13503083,
20210304 00:00,1278600,1295800,1263000,1275300,14643183,
20210305 00:00,1268300,1297400,1267500,1291200,11039061,
20210308 00:00,1293300,1298400,1278100,1278800,12751199,
20210309 00:00,1288000,1298800,1283300,1288900,9949092,
20210310 00:00,1289000,1330500,1284800,1321800,14588710,
20210311 00:00,1334900,1334900,1315700,1321300,11398216,
20210312 00:00,1325200,1345200,1320900,1341200,9270510,
20210315 00:00,1347400,1348000,1328300,1334300,7662515,
20210316 00:00,1328600,1342800,1328600,1333900,6423883,
20210317 00:00,1325000,1331200,1319900,1322800,7865778,
20210318 00:00,1311600,1319500,1299400,1300100,9697894,
20210319 00:00,1301300,1325000,1299000,1317400,18383750,
20210322 00:00,1310100,1324500,1309000,1323700,7791605,
20210323 00:00,1317100,1343000,1316300,1339400,9234049,
20210324 00:00,1344000,1344700,1330500,1331100,7616707,
20210325 00:00,1332600,1345300,1328700,1340100,8958002,
20210326 00:00,1340000,1351900,1334300,1351300,9143589,
20210329 00:00,1350000,1370100,1346000,1366700,9454246,
20210330 00:00,1361500,1375900,1354750,1357400,8668705,
20210331 00:00,1355500,1368600,1349800,1358300,7843900,
20210401 00:00,1359400,1368750,1353400,1356200,8212387,
20210405 00:00,1367200,1401500,1365000,1394300,12940377,
20210406 00:00,1391100,1409400,1385400,1401000,10074223,
20210407 00:00,1403400,1407500,1396700,1398000,6431833,
20210408 00:00,1404500,1411200,1396600,1397100,6238524,
20210409 00:00,1396300,1400900,1387150,1397800,6819549,
20210412 00:00,1400700,1403500,1393400,1398000,5768993,
20210413 00:00,1399200,1400000,1388700,1393700,5720351,
20210414 00:00,1391200,1393700,1384200,1393200,7066841,
20210415 00:00,1395000,1404400,1392200,1401600,6999983,
20210416 00:00,1409000,1409600,1397200,1406100,8031099,
20210419 00:00,1402900,1405700,1396200,1397100,5963114,
20210420 00:00,1394200,1417700,1388300,1407900,8033358,
20210421 00:00,1407700,1417000,1405100,1412000,5259018,
20210422 00:00,1410800,1414200,1394200,1396700,6313489,
20210423 00:00,1391000,1403300,1390600,1399000,7496552,
20210426 00:00,1400000,1400000,1376500,1379100,7334860,
20210427 00:00,1380000,1389400,1375500,1383800,5062857,
20210428 00:00,1383500,1386000,1378700,1378900,4663400,
20210429 00:00,1382200,1400000,1380900,1396300,6403453,
20210430 00:00,1397100,1399800,1391100,1399100,6200926,
20210503 00:00,1399400,1427300,1396800,1421200,8532910,
20210504 00:00,1415400,1420250,1401000,1407200,5904500,
20210505 00:00,1409400,1411900,1402500,1406000,5954630,
20210506 00:00,1400000,1413500,1394600,1410500,5308105,
20210507 00:00,1417200,1417200,1393200,1402000,7653110,
20210510 00:00,1404500,1420800,1403200,1408200,8270894,
20210511 00:00,1408700,1408700,1383200,1395500,8946576,
20210512 00:00,1389500,1389500,1359100,1359400,8492161,
20210513 00:00,1362800,1389800,1357600,1382400,7057059,
20210514 00:00,1388100,1402300,1384300,1395200,5122483,
20210517 00:00,1400000,1404000,1387700,1388900,6306470,
20210518 00:00,1430200,1445800,1412450,1419100,17813855,
20210519 00:00,1407100,1437170,1405000,1419200,11415126,
20210520 00:00,1415000,1428700,1407000,1424200,9981431,
20210521 00:00,1425200,1430800,1416000,1417500,7406306,
20210524 00:00,1417600,1424200,1413600,1417600,6180661,
20210525 00:00,1418000,1426400,1410700,1423400,7109215,
20210526 00:00,1423900,1428800,1417600,1421700,6330455,
20210527 00:00,1433500,1436800,1416900,1416900,16936547,
20210528 00:00,1419300,1424400,1416400,1420300,6724581,
20210601 00:00,1422100,1427900,1412700,1416600,6758757,
20210602 00:00,1413900,1416600,1400900,1413500,7472487,
20210603 00:00,1413900,1418500,1407800,1416000,5692716,
20210604 00:00,1414600,1422800,1412500,1418500,4416022,
