Date,Open,High,Low,Close,SharesTraded,
20100503 00:00,538300,539500,534700,537400,11642388,
20100504 00:00,535900,545700,535600,540200,17852653,
20100505 00:00,541400,549500,538200,547700,15978817,
20100506 00:00,545000,547800,515300,532300,23154531,
20100507 00:00,529600,536200,518100,524000,28686958,
20100510 00:00,530600,531000,518400,525800,24602645,
20100511 00:00,523500,527700,521700,524600,18881606,
20100512 00:00,524500,525600,521300,524800,13392607,
20100513 00:00,526300,529700,523800,524000,12042303,
20100514 00:00,526000,527000,520000,520900,17029110,
20100517 00:00,524100,529200,520400,527300,16413192,
20100518 00:00,533700,544500,532200,537000,30350869,
20100519 00:00,536400,537500,528000,530400,19753930,
20100520 00:00,524500,529600,513000,513000,26580763,
20100521 00:00,505100,513700,505100,513700,20636611,
20100524 00:00,509100,515400,509000,510000,13358687,
20100525 00:00,501300,505000,500000,502800,23042804,
20100526 00:00,503600,506000,500100,500200,16601553,
20100527 00:00,505300,507200,503300,507000,13295761,
20100528 00:00,507000,509200,505000,505600,12023424,
20100601 00:00,507600,515000,505500,509200,15392443,
20100602 00:00,512300,517400,510200,517200,13104621,
20100603 00:00,517600,520700,514800,517200,10148577,
20100604 00:00,514100,517000,502200,504400,22382157,
20100607 00:00,504800,513600,503200,507400,18767224,
20100608 00:00,507500,509800,505300,507200,19490714,
20100609 00:00,508300,513600,506000,509900,16245943,
20100610 00:00,512100,516800,510600,511900,14564106,
20100611 00:00,509000,512700,505500,508600,13562032,
20100614 00:00,510600,514600,509000,512400,13482917,
20100615 00:00,512100,516500,510600,516400,13821272,
20100616 00:00,513100,515700,509200,509600,14315610,
20100617 00:00,510000,514900,509600,514100,12238499,
20100618 00:00,515000,519100,514400,515900,15913371,
20100621 00:00,517300,518800,507100,510200,14205469,
20100622 00:00,510400,514700,506000,506800,13302064,
20100623 00:00,507600,510300,504100,508100,15237279,
20100624 00:00,507200,508300,499500,500300,14151588,
20100625 00:00,499500,501900,490400,491200,23714720,
20100628 00:00,490400,497700,490100,495700,14088864,
20100629 00:00,492000,492500,484400,489000,19521179,
20100630 00:00,488300,489700,480100,480700,17427194,
20100701 00:00,481000,484100,477800,483400,17557818,
20100702 00:00,484300,484400,478400,480000,12633360,
20100706 00:00,494400,494400,482600,485700,17404889,
20100707 00:00,485000,489700,481700,489400,15473784,
20100708 00:00,493200,493200,488000,491800,11630857,
20100709 00:00,492500,495500,491500,494300,11476600,
20100712 00:00,496800,503300,496800,501200,12805477,
20100713 00:00,503400,506900,501000,505400,12876855,
20100714 00:00,501000,503600,500500,503500,10192310,
20100715 00:00,502000,504400,499100,504100,11906341,
20100716 00:00,501900,503300,495200,496600,12804390,
20100719 00:00,496200,498100,490900,495200,11417221,
20100720 00:00,492600,510300,492600,508800,15580750,
20100721 00:00,508800,510000,501100,503500,11509225,
20100722 00:00,505300,510900,505200,508600,11212873,
20100723 00:00,509000,518100,509000,516700,12326956,
20100726 00:00,516400,516600,509100,511300,13594192,
20100727 00:00,506800,513000,506700,509600,11914811,
20100728 00:00,509000,513900,509000,511300,8926440,
20100729 00:00,513400,517800,508000,510600,9235024,
20100730 00:00,506000,512500,505000,511900,12929068,
20100802 00:00,515200,517000,509500,514100,13139811,
20100803 00:00,511800,516500,510300,512900,10112716,
20100804 00:00,510100,517100,509900,516000,7560633,
20100805 00:00,516000,516700,512200,516100,7029178,
20100806 00:00,511400,517900,511100,517900,7625161,
20100809 00:00,518800,523400,518100,520600,7633213,
20100810 00:00,519400,524500,516900,522200,8359903,
20100811 00:00,515000,515600,509800,510200,10492296,
20100812 00:00,505600,507800,500100,504300,12056797,
20100813 00:00,502300,507400,500000,504000,9738619,
20100816 00:00,500600,505600,500600,504100,9282278,
20100817 00:00,507400,516100,506600,510200,15792473,
20100818 00:00,508100,513200,506200,508600,15155785,
20100819 00:00,505900,509500,500000,500600,15045160,
20100820 00:00,500800,504700,500300,502200,11188726,
20100823 00:00,504700,515000,504200,511400,14235562,
20100824 00:00,506000,517200,506000,513000,15312184,
20100825 00:00,512500,517900,510900,515500,13192421,
20100826 00:00,515500,515500,507500,509700,11046496,
20100827 00:00,512000,512500,507200,510000,10917777,
20100830 00:00,509600,512500,505400,505500,7739950,
20100831 00:00,503100,511000,501200,501400,15109438,
20100901 00:00,504600,514300,504600,512200,12707349,
20100902 00:00,511800,518100,511500,517600,10891483,
20100903 00:00,518800,520800,515500,520400,8809799,
20100907 00:00,521900,525600,518400,518600,10149574,
20100908 00:00,518700,519800,515200,518300,8404450,
20100909 00:00,520600,520800,518400,519100,6963980,
20100910 00:00,519400,520700,517200,519700,7801044,
20100913 00:00,521900,524700,520100,522200,7345859,
20100914 00:00,522100,530300,521600,526600,10600123,
20100915 00:00,524400,531000,524100,528600,9607068,
20100916 00:00,526800,532800,525500,531500,9622214,
20100917 00:00,531700,533200,528800,530200,13452438,
20100920 00:00,531600,536700,530900,535400,8735393,
20100921 00:00,534300,539500,533200,535700,8500591,
20100922 00:00,535800,540000,534500,538200,8785702,
20100923 00:00,536100,539200,535300,536500,6858889,
20100924 00:00,540000,543900,538400,540800,9259703,
20100927 00:00,539500,540100,534800,534900,7789232,
20100928 00:00,533900,539900,530600,538200,10318023,
20100929 00:00,537900,538000,531100,533300,8675703,
20100930 00:00,536400,539800,531400,535200,9726886,
20101001 00:00,535300,536200,532000,533600,7663762,
20101004 00:00,533400,537000,531400,535700,6546243,
20101005 00:00,538900,542400,538500,540200,9651824,
20101006 00:00,540300,546300,539200,545300,10084597,
20101007 00:00,546500,548200,540400,543600,7283325,
20101008 00:00,543000,545900,540300,544100,8338498,
20101011 00:00,544300,547400,544300,546100,6757320,
20101012 00:00,544000,544500,537500,539200,14038020,
20101013 00:00,542500,545100,537300,538200,13001959,
20101014 00:00,537000,538300,529300,532500,14664462,
20101015 00:00,535300,535800,530200,533500,11874257,
20101018 00:00,533500,539000,533300,537600,8723527,
20101019 00:00,535500,537600,531300,533200,9446985,
20101020 00:00,532900,538400,532500,534700,9330292,
20101021 00:00,536300,543400,535900,540200,9009966,
20101022 00:00,540000,540900,538600,540900,5591130,
20101025 00:00,541400,544000,539000,539500,7537627,
20101026 00:00,538700,547300,538300,545600,9822383,
20101027 00:00,542300,546300,535500,538700,12652190,
20101028 00:00,540700,542300,535900,540800,7799949,
20101029 00:00,540000,545900,536200,541700,7611678,
20101101 00:00,541200,545000,540200,543100,7790639,
20101102 00:00,545900,549900,545000,547900,8395320,
20101103 00:00,548100,549500,542200,549100,8455051,
20101104 00:00,550000,555000,549500,553600,12434221,
20101105 00:00,555000,557200,549000,552000,9819173,
20101108 00:00,549800,550800,545100,549100,9523322,
20101109 00:00,550300,552100,548300,550500,9595832,
20101110 00:00,547200,547500,540900,545100,10662677,
20101111 00:00,543000,544700,539600,543400,11808371,
20101112 00:00,540600,543400,538600,541300,9573555,
20101115 00:00,541400,543400,538700,539500,10929839,
20101116 00:00,546000,553500,542500,542600,21930218,
20101117 00:00,543500,543800,535600,537700,13509770,
20101118 00:00,540800,546500,539000,539800,10991702,
20101119 00:00,540900,544400,539500,544000,9906096,
20101122 00:00,542500,546000,539200,543800,8902794,
20101123 00:00,541700,542700,535700,536700,12588516,
20101124 00:00,537500,541800,537500,540100,9806096,
20101126 00:00,537000,539200,535700,537400,3982967,
20101129 00:00,535000,539200,534300,538500,9980960,
20101130 00:00,537400,544200,536000,540900,11406773,
20101201 00:00,544500,548500,543900,547000,11002848,
20101202 00:00,547500,549000,543800,547500,10992215,
20101203 00:00,546100,547300,543100,546200,9681294,
20101206 00:00,549300,549300,544700,544700,7727724,
20101207 00:00,545400,553400,545400,550900,14827525,
20101208 00:00,548000,549200,544600,544900,11929178,
20101209 00:00,546900,547700,543300,543400,10347113,
20101210 00:00,543100,544000,541400,542800,11737821,
20101213 00:00,543400,543600,540000,542100,10923046,
20101214 00:00,540900,545800,540200,544600,10273154,
20101215 00:00,542100,543400,540400,542300,9993503,
20101216 00:00,541000,546300,540100,546200,11350770,
20101217 00:00,546200,547500,543800,544100,18378249,
20101220 00:00,544600,545100,536100,537700,13216274,
20101221 00:00,537200,538500,535800,536500,8000893,
20101222 00:00,535900,536400,531600,533100,11188823,
20101223 00:00,532000,536900,531600,535900,8627291,
20101227 00:00,535000,537300,532300,535700,5780682,
20101228 00:00,536100,539300,535100,537400,6706830,
20101229 00:00,536000,542600,535700,540800,7534666,
20101230 00:00,540800,541900,538400,540700,6116165,
20101231 00:00,539800,542500,538000,539300,6938443,
20110103 00:00,542800,548000,541600,545600,13967360,
20110104 00:00,545300,548800,542800,547700,11811435,
20110105 00:00,547000,550700,543200,544100,13976139,
20110106 00:00,543000,543800,537800,539600,15156234,
20110107 00:00,539200,541500,537600,540800,7690588,
20110110 00:00,536600,541100,535400,537300,9880708,
20110111 00:00,538900,545200,537300,542900,11605655,
20110112 00:00,545500,553200,543400,548500,13337054,
20110113 00:00,547500,553600,546900,547900,12626232,
20110114 00:00,546800,549900,544200,548100,8886012,
20110118 00:00,550700,554000,547800,551400,10445416,
20110119 00:00,550500,551400,547100,550300,9821306,
20110120 00:00,551800,562700,551200,559900,19059404,
20110121 00:00,562400,562400,553800,557300,11708741,
20110124 00:00,554000,560500,553000,560500,10703628,
20110125 00:00,561600,572900,558200,572600,19502116,
20110126 00:00,573000,577500,570000,573200,12731642,
20110127 00:00,574200,577900,570800,575700,9935486,
20110128 00:00,576600,578900,565100,567000,13981623,
20110131 00:00,564500,565500,557100,560700,15316543,
20110201 00:00,563200,565700,559100,563300,12614757,
20110202 00:00,560000,561700,556500,558700,13434552,
20110203 00:00,559900,560400,553900,559200,11102735,
20110204 00:00,560000,561000,556700,560300,6827841,
20110207 00:00,560800,562300,559000,560700,6605185,
20110208 00:00,560100,564700,559500,563800,8451959,
20110209 00:00,562900,567300,561200,567300,8328830,
20110210 00:00,560900,561600,553000,556100,14572746,
20110211 00:00,554500,558800,553100,556900,9300238,
20110214 00:00,552900,553100,546700,548000,15517798,
20110215 00:00,547500,550500,545100,549500,10265672,
20110216 00:00,549500,552000,544400,545500,15045771,
20110217 00:00,545200,549000,543500,547500,8387154,
20110218 00:00,547700,555700,545000,553800,19686054,
20110222 00:00,537600,539700,529500,536700,27188181,
20110223 00:00,535100,535900,529000,530400,18716443,
20110224 00:00,531200,531700,518800,520900,22539631,
20110225 00:00,521400,521700,515200,517500,19804528,
20110228 00:00,517500,524300,516900,519800,17128933,
20110301 00:00,521500,526000,519500,520600,15940313,
20110302 00:00,522700,523700,517200,519700,10705404,
20110303 00:00,521700,522700,517000,520100,12091804,
20110304 00:00,524500,524700,517300,520700,14795158,
20110307 00:00,522000,522900,517500,520200,12266260,
20110308 00:00,520800,525400,520200,524500,10813313,
20110309 00:00,522900,528400,522200,526700,10878586,
20110310 00:00,524000,536800,522900,526600,16774766,
20110311 00:00,525600,529500,521400,525900,14023771,
20110314 00:00,523200,525200,520600,523200,10290081,
20110315 00:00,516700,523500,514100,520600,12507322,
20110316 00:00,515800,518700,509700,513700,16079687,
20110317 00:00,517600,518600,510500,513600,9675463,
20110318 00:00,516700,518800,512500,515200,11646774,
20110321 00:00,517100,520000,516800,519400,8817774,
20110322 00:00,519800,521400,518000,520000,7982618,
20110323 00:00,518500,518800,513800,516400,13109581,
20110324 00:00,518700,529400,517700,525900,14576000,
20110325 00:00,526300,526700,522800,523500,7514113,
20110328 00:00,523500,525000,520100,521900,8220389,
20110329 00:00,521800,523700,520700,522600,8376910,
20110330 00:00,525200,527000,520800,523600,8351729,
20110331 00:00,521300,523200,518900,520800,8954455,
20110401 00:00,520500,523600,519200,521300,7912526,
20110404 00:00,522700,528200,520600,526500,9147023,
20110405 00:00,527100,531900,526700,527400,8577724,
20110406 00:00,527500,532100,526700,529800,8242061,
20110407 00:00,529800,532400,527500,530000,12057554,
20110408 00:00,530200,530700,522700,525400,9499453,
20110411 00:00,525000,529200,524000,528200,7186957,
20110412 00:00,527000,537500,526700,535200,13201854,
20110413 00:00,538200,539600,535000,536300,8350536,
20110414 00:00,535500,537300,532200,535000,7169313,
20110415 00:00,536100,536900,533000,535500,8414071,
20110418 00:00,530000,536500,529100,533100,9187754,
20110419 00:00,532900,534700,530900,533500,5908955,
20110420 00:00,537400,539500,536400,536900,7129834,
20110421 00:00,538200,539300,534200,535800,5519355,
20110425 00:00,536000,536600,532300,533700,5722613,
20110426 00:00,535300,542300,532800,539100,11712233,
20110427 00:00,539200,546100,538800,544200,9114534,
20110428 00:00,543600,548000,542800,546900,9535461,
20110429 00:00,544400,551500,544100,549800,9539048,
20110502 00:00,550000,550800,546800,550400,7945523,
20110503 00:00,551500,557600,549700,554600,10818672,
20110504 00:00,553300,557900,552000,553700,7978897,
20110505 00:00,552600,555900,548900,550700,10657787,
20110506 00:00,552900,555500,548600,550200,7837827,
20110509 00:00,550000,553600,547100,551000,6496440,
20110510 00:00,551500,556000,551000,555300,8442869,
20110511 00:00,550500,556000,550400,551700,9351592,
20110512 00:00,551800,558200,549200,557200,8774933,
20110513 00:00,558200,560300,553500,557200,8582887,
20110516 00:00,556500,564700,554800,560600,13860220,
20110517 00:00,557000,562900,552400,555400,14030605,
20110518 00:00,555000,555400,549500,551800,11242922,
20110519 00:00,551700,556000,550400,554800,7581809,
20110520 00:00,555400,556900,551900,552900,8677448,
20110523 00:00,550400,555000,550300,552200,7276380,
20110524 00:00,552000,553500,546100,547800,11933219,
20110525 00:00,546000,547000,542000,545600,9988141,
20110526 00:00,545300,547000,541900,546200,5517806,
20110527 00:00,546500,550900,546200,547000,5261790,
20110531 00:00,549500,552200,548100,552200,8286166,
20110601 00:00,549900,551700,542500,543000,10898092,
20110602 00:00,541100,541300,531500,535500,14604333,
20110603 00:00,531500,538500,530400,536600,12829597,
20110606 00:00,538100,541900,535000,537600,11021915,
20110607 00:00,539400,543000,537700,538300,9697711,
20110608 00:00,536300,539100,534300,536900,11369492,
20110609 00:00,536800,542300,536200,536200,11205769,
20110610 00:00,536400,538400,526900,527200,14266053,
20110613 00:00,528800,532500,525800,526200,12333227,
20110614 00:00,528000,532500,527700,529100,8315639,
20110615 00:00,526000,526400,520400,523200,14861991,
20110616 00:00,525200,529700,522000,528300,11124963,
20110617 00:00,530900,532900,528400,528500,13214917,
20110620 00:00,527300,535000,527200,530400,14747599,
20110621 00:00,531100,532900,527500,532900,10500698,
20110622 00:00,530800,532900,528300,530100,10107662,
20110623 00:00,534800,537000,526700,532900,16956146,
20110624 00:00,531800,534100,523600,524100,17284567,
20110627 00:00,523800,527600,522700,522900,9643388,
20110628 00:00,524400,525300,521400,525300,10511164,
20110629 00:00,525500,527900,524300,526400,8532660,
20110630 00:00,528200,531600,525500,531400,9602326,
20110701 00:00,531800,536400,530000,535100,9151481,
20110705 00:00,533700,535500,530200,533900,8989885,
20110706 00:00,534500,539500,534300,537200,7750945,
20110707 00:00,545400,548100,541900,545000,11791992,
20110708 00:00,541700,543100,537700,540800,8895906,
20110711 00:00,538100,540800,537000,538700,7388595,
20110712 00:00,537800,544200,537700,539200,9328441,
20110713 00:00,540900,542600,538500,540200,10036835,
20110714 00:00,535000,537000,533800,536300,15056141,
20110715 00:00,537200,539700,534600,536300,9955229,
20110718 00:00,533600,535400,531800,533200,8035912,
20110719 00:00,534000,540300,533400,539700,8277688,
20110720 00:00,539000,539700,536000,538900,8809987,
20110721 00:00,540500,546800,539100,544700,10374961,
20110722 00:00,546300,547200,542500,545200,6406947,
20110725 00:00,540300,544000,539500,539700,7931175,
20110726 00:00,540500,540900,535100,535900,10641711,
20110727 00:00,535000,537500,531800,532500,11967593,
20110728 00:00,532600,535500,529700,529900,8614308,
20110729 00:00,528700,531500,526700,527100,12931652,
20110801 00:00,527800,529900,520700,526000,9969282,
20110802 00:00,523000,525500,516700,517000,14417452,
20110803 00:00,517300,520500,510100,512700,20660469,
20110804 00:00,509400,509700,500700,500800,24260348,
20110805 00:00,506000,509200,496000,508500,26372513,
20110808 00:00,507100,513300,487800,490000,29943733,
20110809 00:00,495000,508300,486700,508300,20534971,
20110810 00:00,500200,500200,483100,484000,22943240,
20110811 00:00,490000,504000,488700,497300,20054952,
20110812 00:00,499900,503100,492800,497500,14663221,
20110815 00:00,498500,500800,493000,499800,14505119,
20110816 00:00,511800,524700,511500,519200,24078582,
20110817 00:00,517500,521800,511700,515500,14729483,
20110818 00:00,507100,519500,503100,517900,23401208,
20110819 00:00,516600,527400,514800,523000,20636066,
20110822 00:00,522000,526400,520800,521900,13267612,
20110823 00:00,521500,531800,521500,531700,15470469,
20110824 00:00,529900,534200,528200,533700,10986298,
20110825 00:00,533900,534800,525600,527000,10651446,
20110826 00:00,527000,532400,519600,529000,10133242,
20110829 00:00,531600,534300,530500,531900,8184504,
20110830 00:00,528300,531300,524100,528000,12677592,
20110831 00:00,529400,533800,528600,532100,12357659,
20110901 00:00,532000,535500,526500,526500,12145487,
20110902 00:00,522500,526400,519700,520300,10559310,
20110906 00:00,515000,517900,508700,516800,16396966,
20110907 00:00,520300,525600,518500,524200,9893869,
20110908 00:00,521200,527500,520600,522100,11385621,
20110909 00:00,519000,521700,512000,513600,11563681,
20110912 00:00,509200,518300,508400,518200,10866572,
20110913 00:00,517800,518000,512200,515900,10357103,
20110914 00:00,517100,527900,515900,522000,12191320,
20110915 00:00,522300,525100,519400,525100,10651734,
20110916 00:00,527600,531500,525500,526500,29549161,
20110919 00:00,522000,526200,520500,524500,8754785,
20110920 00:00,524500,529200,521700,522900,8288166,
20110921 00:00,523600,525800,513000,513200,9844414,
20110922 00:00,505900,512200,499400,502800,20651860,
20110923 00:00,503000,509600,500300,508000,12393390,
20110926 00:00,511000,518500,508000,518300,11084701,
20110927 00:00,523300,528600,518100,520300,11150986,
20110928 00:00,521300,524200,512900,513100,11150176,
20110929 00:00,518800,523900,513300,519300,9985847,
20110930 00:00,519200,525900,517200,519000,13139482,
20111003 00:00,518800,529200,518500,519700,13932313,
20111004 00:00,517200,529800,516300,528800,18014314,
20111005 00:00,527000,532500,521300,526500,13142887,
20111006 00:00,525700,529000,523300,527500,9669637,
20111007 00:00,531000,540300,529200,537100,12682887,
20111010 00:00,543000,551700,542600,548100,11894503,
20111011 00:00,547000,547900,543900,547200,9868092,
20111012 00:00,551000,563900,550000,552100,20905265,
20111013 00:00,550100,553100,547200,550200,10205001,
20111014 00:00,552600,554700,546400,554600,10635052,
20111017 00:00,548300,552700,545300,547800,8347667,
20111018 00:00,550000,561900,548100,558900,13101674,
20111019 00:00,557700,564300,557000,562500,12414324,
20111020 00:00,562100,568700,560600,563700,12042840,
20111021 00:00,567000,574200,566500,569200,14043585,
20111024 00:00,569200,570000,566000,567800,9167657,
20111025 00:00,566500,571500,565600,567100,9938112,
20111026 00:00,571400,574400,566000,573700,12063232,
20111027 00:00,578000,579600,574500,577700,13979005,
20111028 00:00,578500,578700,569600,571400,10164744,
20111031 00:00,566000,572900,565400,567200,9146484,
20111101 00:00,558600,567400,556300,562300,12932923,
20111102 00:00,568100,571900,565500,568600,8988275,
20111103 00:00,570000,575300,566000,574200,9346065,
20111104 00:00,571300,575000,569000,575000,7118180,
20111107 00:00,573700,579600,570500,579400,8359132,
20111108 00:00,580000,593900,578500,593200,19166328,
20111109 00:00,585300,589300,576000,580500,12758735,
20111110 00:00,582800,584900,575100,581300,9325808,
20111111 00:00,585000,592500,583800,592000,8244132,
20111114 00:00,587600,589800,583600,588900,9981604,
20111115 00:00,577500,580500,572300,574600,15097502,
20111116 00:00,570600,574200,566400,566800,11650703,
20111117 00:00,566000,571900,562600,567300,9900252,
20111118 00:00,570200,573500,566200,572300,9134722,
20111121 00:00,569400,572600,563800,566600,9442638,
20111122 00:00,565300,571300,565000,568500,7867546,
20111123 00:00,566700,570000,563200,566400,7885583,
20111125 00:00,567300,573300,566900,568900,4132690,
20111128 00:00,575200,577900,570000,572500,8933934,
20111129 00:00,574000,583000,573500,581700,10788838,
20111130 00:00,588000,590000,583200,589000,14148683,
20111201 00:00,587200,591500,584600,586100,8726345,
20111202 00:00,589700,589700,580400,580900,11175531,
20111205 00:00,583100,585100,580000,583400,9619013,
20111206 00:00,586000,590100,584000,587800,10682993,
20111207 00:00,582600,592000,582600,585100,15480728,
20111208 00:00,583400,585500,578700,579800,10022496,
20111209 00:00,582200,584800,574700,583200,9803925,
20111212 00:00,579000,584400,577600,580900,8742537,
20111213 00:00,581300,583500,574200,576000,10668490,
20111214 00:00,576300,581200,575400,576500,8813838,
20111215 00:00,580000,584000,578800,579700,7708882,
20111216 00:00,584000,584900,580900,582700,12685950,
20111219 00:00,582700,585700,576100,577800,7134329,
20111220 00:00,584000,592700,582500,591900,11023840,
20111221 00:00,592400,596600,591600,593900,8389120,
20111222 00:00,594800,595200,590600,591900,7898321,
20111223 00:00,593200,600000,591400,599900,6007231,
20111227 00:00,599400,599600,596600,598300,4702048,
20111228 00:00,597300,599400,596400,597300,4952615,
20111229 00:00,597100,599900,593400,599900,6115254,
20111230 00:00,599000,599300,596900,597600,4447068,
20120103 00:00,599600,610600,598700,603300,11641341,
20120104 00:00,602600,603500,594700,597100,9202698,
20120105 00:00,593500,596200,583700,594200,12351052,
20120106 00:00,593100,594400,588700,590000,7567336,
20120109 00:00,590000,595500,589200,591800,6398004,
20120110 00:00,594800,597000,589800,590400,5915676,
20120111 00:00,590800,595300,590400,594000,6026813,
20120112 00:00,598000,600000,594100,595000,7024942,
20120113 00:00,592500,596100,590100,595400,7386922,
20120117 00:00,599000,601100,595200,598500,8204752,
20120118 00:00,598000,600300,596500,600100,5503306,
20120119 00:00,599100,607300,597500,606100,8784185,
20120120 00:00,609500,612500,606700,610100,9979236,
20120123 00:00,607000,609700,605100,609100,6019812,
20120124 00:00,608400,615600,607500,613900,7185995,
20120125 00:00,612200,616100,610400,614700,5498405,
20120126 00:00,618400,618400,607800,609700,7231643,
20120127 00:00,608300,611200,605400,607100,6041453,
20120130 00:00,604400,613200,603500,613000,7192387,
20120131 00:00,615200,615700,605800,613500,8251392,
20120201 00:00,619300,626300,618300,621800,11740750,
20120202 00:00,624300,624600,618300,619400,6038800,
20120203 00:00,623600,624300,617000,620300,7516122,
20120206 00:00,618500,619800,617000,618800,5298009,
20120207 00:00,616400,619000,616200,616900,5903677,
20120208 00:00,618800,620200,612400,616200,7049873,
20120209 00:00,616000,621600,615900,619600,6253431,
20120210 00:00,616500,619000,613900,619000,5226664,
20120213 00:00,620100,620800,617300,617900,4082150,
20120214 00:00,618400,622400,617900,622200,4825796,
20120215 00:00,623200,624400,615900,617600,5529116,
20120216 00:00,617900,621800,617000,620400,6776192,
20120217 00:00,623700,625700,619200,624800,8100327,
20120221 00:00,603000,605000,596700,600700,22913242,
20120222 00:00,595500,599000,583700,586000,28170267,
20120223 00:00,585900,589000,582100,585400,14485889,
20120224 00:00,588200,589100,585000,587900,9745349,
20120227 00:00,586900,587800,583000,584600,11949011,
20120228 00:00,584200,590600,583500,589300,10503153,
20120229 00:00,588400,593200,587200,590800,10680323,
20120301 00:00,593800,594200,586500,588200,15541143,
20120302 00:00,589400,592800,588000,590100,9457261,
20120305 00:00,590000,595900,587500,594000,9399969,
20120306 00:00,590000,592200,587500,589600,8702197,
20120307 00:00,591300,598600,591100,598200,11737779,
20120308 00:00,598200,599500,594500,597700,7640700,
20120309 00:00,598800,602000,598300,600800,6133254,
20120312 00:00,601400,608900,600900,606800,7380138,
20120313 00:00,609000,610700,605200,610000,8497769,
20120314 00:00,609900,611500,606900,610800,6365360,
20120315 00:00,610100,612600,607900,612200,6083242,
20120316 00:00,614500,614700,607700,608400,12072286,
20120319 00:00,605800,608800,604600,607400,8010051,
20120320 00:00,604200,608600,602900,606000,7896121,
20120321 00:00,604400,607200,603700,605600,7195993,
20120322 00:00,602300,607700,602300,606500,5696547,
20120323 00:00,606100,608500,604200,607500,6739111,
20120326 00:00,608900,613200,607600,612000,5837044,
20120327 00:00,613500,614900,610200,611200,6838555,
20120328 00:00,611500,614800,609900,611900,6993961,
20120329 00:00,607500,609500,606200,608000,6196330,
20120330 00:00,610400,614200,609200,612000,6941195,
20120402 00:00,610400,614900,609800,613600,6308457,
20120403 00:00,611400,614000,602400,606500,11071235,
20120404 00:00,605000,605900,600200,602600,10627747,
20120405 00:00,602000,606900,600800,606700,6492602,
20120409 00:00,601100,603400,600800,601300,6789748,
20120410 00:00,600300,603900,595500,599300,9338409,
20120411 00:00,602400,602400,596600,598000,7693280,
20120412 00:00,597700,601900,595600,601400,7280539,
20120413 00:00,600400,602000,597500,597700,6671878,
20120416 00:00,599400,608100,598800,605800,6840739,
20120417 00:00,611000,619500,610900,618700,10383599,
20120418 00:00,616900,622500,615500,620600,7896641,
20120419 00:00,619700,620500,614800,617400,5946714,
20120420 00:00,617200,624900,616600,624500,7559493,
20120423 00:00,591500,602400,591300,595200,35184020,
20120424 00:00,592800,593500,576500,577700,29140097,
20120425 00:00,580600,584200,571800,573600,27743414,
20120426 00:00,576200,594300,575700,589000,24049649,
20120427 00:00,592200,594600,589400,590300,8404882,
20120430 00:00,588500,589900,585300,589100,6188582,
20120501 00:00,588700,592700,584900,590700,9850696,
20120502 00:00,590000,593200,588300,590100,7256401,
20120503 00:00,591200,591600,588100,589900,6816210,
20120504 00:00,588600,591700,586800,587000,6872704,
20120507 00:00,585700,593600,585600,591900,8521785,
20120508 00:00,590000,593700,586300,590500,10218611,
20120509 00:00,583000,592400,582700,590300,10833046,
20120510 00:00,592900,596100,591000,591900,7612523,
20120511 00:00,590800,596500,588100,594200,7386118,
20120514 00:00,589900,595500,589200,590700,6158740,
20120515 00:00,590100,596500,589500,593500,10216932,
20120516 00:00,595300,596600,591600,591900,10805174,
20120517 00:00,614000,625000,612500,616500,27602512,
20120518 00:00,619000,626300,617700,624300,16304610,
20120521 00:00,623900,631000,621700,630400,11024773,
20120522 00:00,629100,639500,629100,637200,11213030,
20120523 00:00,633000,646900,632900,645700,15006325,
20120524 00:00,645600,651800,644700,650900,10724213,
20120525 00:00,648000,655000,648000,653100,10126873,
20120529 00:00,655000,657600,652100,656800,9824434,
20120530 00:00,655200,659500,653300,654400,9876063,
20120531 00:00,654300,666500,653800,658200,16324188,
20120601 00:00,654400,658800,651300,655500,14734699,
20120604 00:00,659800,661200,654100,659800,12826531,
20120605 00:00,656900,659000,654300,654800,9179635,
20120606 00:00,655100,659600,654600,659300,10655136,
20120607 00:00,660300,660800,657800,658700,11589066,
20120608 00:00,661600,682300,660800,682200,17443413,
20120611 00:00,683900,684800,674700,675300,9661216,
20120612 00:00,677000,678500,673000,677200,8747675,
20120613 00:00,674400,677500,669600,670700,9952048,
20120614 00:00,671600,677900,670900,675900,9315045,
20120615 00:00,680700,680700,675900,677500,9943512,
20120618 00:00,674700,682800,674400,681200,7540904,
20120619 00:00,680900,682500,677000,678100,7902153,
20120620 00:00,678600,685400,677800,685200,8797097,
20120621 00:00,685000,686600,676800,677000,9698805,
20120622 00:00,680100,683500,672000,673000,10146801,
20120625 00:00,673000,682300,672100,681800,11484725,
20120626 00:00,685000,689100,682500,685800,10566432,
20120627 00:00,686400,687500,682700,685900,8706634,
20120628 00:00,680100,683400,674900,683000,8434355,
20120629 00:00,688500,697200,685700,697200,8839041,
20120702 00:00,695700,699500,691500,693500,9578624,
20120703 00:00,696500,707700,693000,707500,9261682,
20120705 00:00,705000,713000,703700,710800,12048722,
20120706 00:00,707500,713600,707300,713600,7626763,
20120709 00:00,711200,717600,710300,717300,10320533,
20120710 00:00,719300,725700,716500,721100,12755430,
20120711 00:00,723100,724300,717800,722400,11211715,
20120712 00:00,720500,726100,716400,723100,10012752,
20120713 00:00,722700,732400,721500,731700,7420618,
20120716 00:00,729700,731800,725800,729800,7937419,
20120717 00:00,727800,730900,723200,730900,11314805,
20120718 00:00,728800,734500,727200,728500,9421796,
